,name,position,height,weight,experience,country
3,Jeff Hornacek,Shooting Guard and Point Guard,190,86,14,Illinois
4,Dennis Horner,Power Forward,206,104,1,New Jersey
5,Robert Horry,Power Forward and Small Forward,208,108,16,Alabama
6,Ed Horton,Power Forward,203,104,1,Illinois
7,Talen Horton-Tucker,Shooting Guard,193,106,1,Illinois
8,Bill Hosket,Power Forward,203,102,4,Ohio
9,Bob Houbregs,Center and Power Forward,203,102,5,Canada
10,Danuel House,Small Forward and Shooting Guard,198,99,4,Texas
11,Eddie House,Shooting Guard and Point Guard,185,81,11,California
12,Allan Houston,Shooting Guard,198,90,12,Kentucky
13,Byron Houston,Power Forward,196,113,4,Oklahoma
14,Tom Hovasse,Small Forward,203,92,1,Colorado
15,Brian Howard,Small Forward,198,92,2,North Carolina
16,Dwight Howard,Center and Power Forward,208,120,16,Georgia
17,Greg Howard,Power Forward,206,97,2,Pennsylvania
18,Josh Howard,Small Forward,201,95,10,North Carolina
19,Juwan Howard,Power Forward,206,108,19,Illinois
20,Markus Howard,Shooting Guard,178,79,0,New Jersey
21,Mo Howard,Shooting Guard,188,77,1,Pennsylvania
22,Otis Howard,Power Forward,201,99,1,Tennessee
23,Stephen Howard,Small Forward,206,102,4,Texas
24,William Howard,Power Forward,203,93,1,France
25,Bailey Howell,Power Forward and Small Forward,201,95,12,Tennessee
26,Bob Hubbard,Center,198,97,2,Massachusetts
27,Phil Hubbard,Small Forward and Power Forward,203,97,10,Ohio
28,Lester Hudson,Point Guard and Shooting Guard,190,86,4,Tennessee
29,Lou Hudson,Shooting Guard and Small Forward,196,95,13,North Carolina
30,Troy Hudson,Point Guard,185,77,11,Illinois
31,Marcelo Huertas,Point Guard,190,90,2,Brazil
32,Kevin Huerter,Shooting Guard,201,86,2,New York
33,Josh Huestis,Power Forward,201,104,3,Texas
34,Nate Huffman,Center,216,111,1,Michigan
35,Alfredrick Hughes,Shooting Guard,196,97,1,Illinois
36,Eddie Hughes,Point Guard,178,74,3,Mississippi
37,Elijah Hughes,Small Forward,196,97,0,New York
38,Kim Hughes,Center,211,99,6,Illinois
39,Larry Hughes,Shooting Guard,196,83,13,Missouri
40,Rick Hughes,Power Forward,206,106,1,Ohio
41,Robbie Hummel,Small Forward,203,97,2,Indiana
42,John Hummer,Power Forward and Center,206,104,6,District of Columbia
43,Ryan Humphrey,Power Forward and Small Forward,203,106,3,Oklahoma
44,Isaac Humphries,Center,213,115,1,Australia
45,Jay Humphries,Point Guard and Shooting Guard,190,83,11,California
46,Kris Humphries,Power Forward and Small Forward,206,106,13,Minnesota
47,Hot Rod Hundley,Shooting Guard and Point Guard,193,83,6,West Virginia
0,Brandon Hunter,Power Forward,201,117,2,Ohio
1,Cedric Hunter,Point Guard,183,81,1,Texas
2,Chris Hunter,Center,211,108,1,Indiana
3,De'Andre Hunter,Small Forward,203,102,1,Pennsylvania
4,Les Hunter,Power Forward,201,95,7,Tennessee
5,Lindsey Hunter,Point Guard and Shooting Guard,188,77,17,Mississippi
6,Othello Hunter,Small Forward and Power Forward,203,102,2,North Carolina
7,R.J. Hunter,Shooting Guard,196,83,4,Ohio
8,Steven Hunter,Center and Power Forward,213,99,8,Illinois
9,Vince Hunter,Power Forward,203,94,1,Michigan
10,Bobby Hurley,Point Guard,183,74,5,New Jersey
11,Roy Hurley,Forward,188,77,1,California
12,Geoff Huston,Point Guard,188,79,8,New York
13,Paul Huston,Forward,190,79,1,
14,Mel Hutchins,Power Forward and Center,198,90,7,California
15,Chandler Hutchison,Small Forward,198,95,2,California
16,Joe Hutton,Shooting Guard,185,77,2,Minnesota
17,Greg Hyder,Small Forward,198,97,1,
18,Marc Iavaroni,Power Forward,203,95,7,New York
19,Serge Ibaka,Power Forward and Center,208,106,11,Republic of the Congo
20,Andre Iguodala,Small Forward and Shooting Guard,198,97,16,Illinois
21,Zydrunas Ilgauskas,Center,221,107,13,Lithuania
22,Mile Ilić,Center,216,104,1,Bosnia and Herzegovina
23,D.J. Mbenga,Center,213,111,7,Democratic Republic of the Congo
24,Ersan İlyasova,Power Forward,206,106,12,Turkey
25,Darrall Imhoff,Center,208,99,12,California
26,Tom Ingelsby,Point Guard,190,81,3,Pennsylvania
27,Joe Ingles,Small Forward and Power Forward,203,99,6,Australia
28,Damien Inglis,Small Forward,203,111,1,French Guiana
29,Andre Ingram,Shooting Guard,190,86,2,Virginia
30,Brandon Ingram,Small Forward and Power Forward,203,86,4,North Carolina
31,McCoy Ingram,Power Forward,203,95,1,
32,Ervin Inniger,Shooting Guard,193,86,2,Indiana
33,Byron Irvin,Shooting Guard,196,86,3,Illinois
34,George Irvine,Small Forward,198,90,6,Washington
35,Kyrie Irving,Point Guard,188,88,9,Australia
36,Jonathan Isaac,Power Forward,211,104,3,New York
37,Dan Issel,Center and Power Forward,206,106,15,Illinois
38,Mike Iuzzolino,Point Guard,178,79,2,Pennsylvania
39,Allen Iverson,Shooting Guard and Point Guard,183,74,14,Virginia
40,Willie Iverson,Point Guard,183,81,1,Michigan
41,Royal Ivey,Shooting Guard and Point Guard,190,90,10,New York
42,Elvin Ivory,Forward,203,95,1,Alabama
43,Wesley Iwundu,Small Forward,198,88,3,Texas
44,Warren Jabali,Shooting Guard and Point Guard,188,90,7,Kansas
45,Jarrett Jack,Point Guard and Shooting Guard,190,90,13,Maryland
46,Aaron Jackson,Point Guard,193,83,1,Connecticut
47,Al Jackson,Guard,185,83,1,Ohio
0,Bobby Jackson,Point Guard and Shooting Guard,185,83,12,North Carolina
1,Cedric Jackson,Point Guard,190,86,1,New Mexico
2,Darnell Jackson,Power Forward,206,114,3,Oklahoma
3,Demetrius Jackson,Point Guard,185,91,3,Indiana
4,Frank Jackson,Point Guard,190,92,2,District of Columbia
5,Greg Jackson,Shooting Guard,183,81,1,New York
6,Jaren Jackson,Shooting Guard,193,86,12,Louisiana
7,Jaren Jackson Jr.,Center and Power Forward,211,109,2,New Jersey
8,Jermaine Jackson,Shooting Guard and Point Guard,193,92,5,Michigan
9,Jim Jackson,Small Forward and Shooting Guard,198,99,14,Ohio
10,Josh Jackson,Shooting Guard and Small Forward,203,93,3,California
11,Justin Jackson,Small Forward and Power Forward,203,99,3,Texas
12,Luke Jackson,Power Forward and Center,206,108,8,Texas
13,Luke Jackson,Small Forward,201,97,4,Oregon
14,Marc Jackson,Center and Power Forward,208,122,7,Pennsylvania
15,Mark Jackson,Point Guard,185,81,17,New York
16,Mervin Jackson,Point Guard,190,79,5,Georgia
17,Michael Jackson,Point Guard,188,83,3,Virginia
18,Mike Jackson,Power Forward,201,97,4,District of Columbia
19,Myron Jackson,Point Guard,190,83,1,Arkansas
20,Phil Jackson,Power Forward,203,99,12,Montana
21,Pierre Jackson,Point Guard,178,81,1,Nevada
22,Ralph Jackson,Point Guard,188,86,1,California
23,Randell Jackson,Power Forward,211,97,2,Massachusetts
24,Reggie Jackson,Point Guard and Shooting Guard,188,94,9,Italy
25,Stanley Jackson,Shooting Guard,190,83,1,Alabama
26,Stephen Jackson,Small Forward,203,98,14,Texas
27,Tony Jackson,Small Forward and Shooting Guard,193,90,2,New York
28,Tony Jackson,Point Guard,183,77,1,Kentucky
29,Tracy Jackson,Shooting Guard,198,92,3,Maryland
30,Wardell Jackson,Small Forward,201,90,1,Mississippi
31,Fred Jacobs,Forward,190,79,1,Illinois
32,Casey Jacobsen,Small Forward and Shooting Guard,198,97,4,California
33,Sam Jacobson,Point Guard,193,97,3,Minnesota
34,Dave Jamerson,Shooting Guard,196,86,3,West Virginia
35,Aaron James,Small Forward,203,95,5,Louisiana
36,Bernard James,Center,208,108,3,Georgia
37,Billy James,Point Guard,190,83,1,
38,Damion James,Small Forward,201,102,4,New Mexico
39,Gene James,Forward,193,81,3,Ohio
40,Henry James,Power Forward and Small Forward,203,99,7,Alabama
41,Jerome James,Center,213,136,9,Florida
42,Justin James,Small Forward,201,86,1,Florida
43,LeBron James,Small Forward,206,113,17,Ohio
44,Mike James,Point Guard,188,85,12,New York
45,Mike James,Point Guard,185,85,1,Oregon
46,Tim James,Small Forward,201,96,3,Florida
47,Antawn Jamison,Power Forward and Small Forward,203,101,16,Louisiana
0,Harold Jamison,Power Forward,203,117,2,South Carolina
1,John Janisch,Forward,190,90,2,Indiana
2,Howie Janotta,Forward,190,83,1,New Jersey
3,Marko Jarić,Shooting Guard,201,89,7,Serbia
4,Tony Jaros,Forward,190,83,4,Minnesota
5,Jim Jarvis,Point Guard,185,79,2,Oregon
6,Šarūnas Jasikevičius,Point Guard and Shooting Guard,193,88,2,Lithuania
7,Nathan Jawai,Power Forward and Center,208,127,2,Australia
8,Buddy Jeannette,Guard,180,79,3,Pennsylvania
9,Abdul Jeelani,Small Forward,203,95,2,Tennessee
10,Chris Jefferies,Small Forward and Shooting Guard,203,102,2,California
11,Othyus Jeffers,Shooting Guard,196,90,3,Illinois
12,Al Jefferson,Center and Power Forward,208,131,14,Mississippi
13,Amile Jefferson,Power Forward,206,100,2,Pennsylvania
14,Cory Jefferson,Power Forward,206,98,2,Washington
15,Dontell Jefferson,Shooting Guard,196,88,1,Georgia
16,Richard Jefferson,Small Forward,201,105,17,California
17,DaQuan Jeffries,Shooting Guard,196,104,1,Oklahoma
18,Jared Jeffries,Power Forward and Small Forward,211,104,11,Indiana
19,Charles Jenkins,Point Guard and Shooting Guard,190,99,2,New York
20,Horace Jenkins,Point Guard,185,81,1,New Jersey
21,John Jenkins,Shooting Guard,193,97,6,Tennessee
22,Brandon Jennings,Point Guard,185,77,9,California
23,Keith Jennings,Point Guard,170,72,3,Virginia
24,Chris Jent,Small Forward,201,99,2,California
25,Les Jepsen,Center,213,107,2,North Dakota
26,Jonas Jerebko,Power Forward,208,104,9,Sweden
27,Ty Jerome,Shooting Guard,196,88,1,New York
28,Grant Jerrett,Power Forward,208,106,1,California
29,Eugene Jeter,Point Guard,180,79,1,California
30,Hal Jeter,Guard,190,86,1,
31,Yi Jianlian,Power Forward,213,108,5,China
32,Isaiah Joe,Shooting Guard,193,74,0,Arkansas
33,Britton Johnsen,Small Forward and Center,208,95,2,Utah
34,Alexander Johnson,Power Forward,206,108,2,Georgia
35,Alize Johnson,Power Forward,201,96,2,Pennsylvania
36,Amir Johnson,Power Forward,206,108,14,California
37,Andy Johnson,Small Forward and Power Forward,196,97,4,California
38,Anthony Johnson,Point Guard and Shooting Guard,190,86,13,South Carolina
39,Armon Johnson,Point Guard,190,88,2,Illinois
40,Arnie Johnson,Small Forward,196,107,5,Minnesota
41,Avery Johnson,Point Guard,178,79,16,Louisiana
42,B.J. Johnson,Small Forward,201,90,2,Pennsylvania
43,Brice Johnson,Power Forward,208,104,2,South Carolina
44,Buck Johnson,Small Forward,201,86,7,Alabama
45,Cameron Johnson,Power Forward,203,95,1,Pennsylvania
46,Carldell Johnson,Point Guard,178,81,1,Louisiana
47,Charles Johnson,Shooting Guard and Point Guard,183,77,7,Texas
0,Cheese Johnson,Small Forward,198,88,1,New York
1,Chris Johnson,Center,211,95,3,District of Columbia
2,Chris Johnson,Small Forward,198,93,4,Florida
3,Clay Johnson,Shooting Guard,193,79,3,Mississippi
4,Clemon Johnson,Center,208,108,10,Florida
5,Dakari Johnson,Center,213,115,1,New York
6,Darryl Johnson,Point Guard,185,77,1,Michigan
7,Dave Johnson,Shooting Guard,201,95,2,Louisiana
8,DeMarco Johnson,Power Forward,206,111,1,North Carolina
9,Dennis Johnson,Point Guard and Shooting Guard,193,83,14,California
10,DerMarr Johnson,Small Forward and Shooting Guard,206,91,7,District of Columbia
11,Ed Johnson,Center,203,92,3,Georgia
12,Eddie Johnson,Shooting Guard,188,81,10,Florida
13,Eddie Johnson,Small Forward and Shooting Guard,201,97,17,Illinois
14,Eric Johnson,Point Guard,188,92,1,New York
15,Ervin Johnson,Center,211,111,13,Louisiana
16,Frank Johnson,Point Guard,185,83,10,Florida
17,George Johnson,Center,211,111,4,Texas
18,George Johnson,Center,211,92,13,Mississippi
19,George Johnson,Power Forward and Small Forward,201,95,8,New York
20,Gus Johnson,Power Forward and Small Forward,198,104,10,Ohio
21,Harold Johnson,Center,198,108,1,
22,Ivan Johnson,Power Forward,203,104,2,Texas
23,JaJuan Johnson,Power Forward,208,100,1,Indiana
24,James Johnson,Power Forward,201,108,11,Wyoming
25,Joe Johnson,Shooting Guard and Small Forward,201,108,17,Arkansas
26,John Johnson,Small Forward,201,90,12,Mississippi
27,Kannard Johnson,Small Forward,206,99,1,Ohio
28,Keldon Johnson,Small Forward,196,99,1,Virginia
29,Ken Johnson,Power Forward,203,108,1,Alabama
30,Ken Johnson,Center,211,108,1,Michigan
31,Kevin Johnson,Point Guard,185,81,12,California
32,Larry Johnson,Shooting Guard,190,92,1,Kentucky
33,Larry Johnson,Power Forward and Small Forward,198,113,10,Texas
34,Lee Johnson,Power Forward,211,92,1,Arkansas
35,Linton Johnson,Power Forward and Small Forward,203,92,6,Illinois
36,Magic Johnson,Point Guard,206,97,13,Michigan
37,Marques Johnson,Small Forward and Shooting Guard,201,98,11,Louisiana
38,Mickey Johnson,Power Forward,208,86,12,Illinois
39,Neil Johnson,Power Forward,201,99,7,Michigan
40,Nick Johnson,Shooting Guard,190,91,1,Arizona
41,Ollie Johnson,Small Forward,198,90,10,Pennsylvania
42,Omari Johnson,Power Forward,206,99,1,Jamaica
43,Orlando Johnson,Shooting Guard,196,99,3,California
44,Ralph Johnson,Point Guard,180,77,4,Indiana
45,Reggie Johnson,Power Forward and Small Forward,206,92,4,Georgia
46,Rich Johnson,Center and Power Forward,201,95,3,
47,Ron Johnson,Forward,203,97,1,
0,Stanley Johnson,Small Forward and Power Forward,198,109,5,California
1,Steffond Johnson,Power Forward,203,108,1,Texas
2,Steve Johnson,Center,208,106,10,Ohio
3,Stew Johnson,Power Forward,203,99,9,Pennsylvania
4,Trey Johnson,Shooting Guard,196,98,3,Mississippi
5,Tyler Johnson,Point Guard and Shooting Guard,190,84,6,North Dakota
6,Vinnie Johnson,Shooting Guard and Point Guard,188,90,13,New York
7,Wesley Johnson,Small Forward and Shooting Guard,201,97,9,Texas
8,Darius Johnson-Odom,Shooting Guard,188,97,2,North Carolina
9,Nate Johnston,Small Forward and Power Forward,203,95,1,Alabama
10,Neil Johnston,Center,203,95,8,Ohio
11,Jim Johnstone,Power Forward and Center,211,111,1,Connecticut
12,Nikola Jokić,Center,211,128,5,Serbia
13,Howie Jolliff,Power Forward,201,98,3,
14,Alvin Jones,Center,211,120,1,Luxembourg
15,Anthony Jones,Shooting Guard and Small Forward,198,88,3,District of Columbia
16,Askia Jones,Shooting Guard,196,90,1,Pennsylvania
17,Bill Jones,Power Forward,201,79,1,Michigan
18,Bobby Jones,Power Forward,206,95,12,North Carolina
19,Bobby Jones,Small Forward,201,97,2,California
20,Caldwell Jones,Center and Power Forward,211,98,17,Arkansas
21,Charles Jones,Power Forward and Center,206,97,15,Arkansas
22,Charles Jones,Power Forward and Center,203,97,4,Mississippi
23,Charles Jones,Shooting Guard and Point Guard,190,81,2,New York
24,Collis Jones,Small Forward and Power Forward,201,92,4,District of Columbia
25,Dahntay Jones,Small Forward and Shooting Guard,198,102,13,New Jersey
26,Damian Jones,Center,211,111,4,Louisiana
27,Damon Jones,Point Guard and Shooting Guard,190,83,11,Texas
28,DeQuan Jones,Small Forward,203,100,1,Georgia
29,Derrick Jones Jr.,Small Forward,196,95,4,Pennsylvania
30,Dominique Jones,Shooting Guard and Point Guard,193,97,3,Florida
31,Dontae' Jones,Small Forward,203,99,1,Tennessee
32,Dwayne Jones,Power Forward,211,113,6,West Virginia
33,Dwight Jones,Power Forward and Center,208,95,10,Texas
34,Earl Jones,Center,213,95,2,West Virginia
35,Eddie Jones,Shooting Guard and Small Forward,198,86,14,Florida
36,Edgar Jones,Power Forward,208,102,6,Alabama
37,Fred Jones,Shooting Guard and Small Forward,193,95,7,Arkansas
38,Hutch Jones,Small Forward,203,86,2,New York
39,Jake Jones,Shooting Guard,190,81,1,
40,Jalen Jones,Small Forward,201,99,2,Texas
41,James Jones,Small Forward and Shooting Guard,203,98,14,Florida
42,Jemerrio Jones,Small Forward,196,78,1,Tennessee
43,Jimmy Jones,Point Guard and Shooting Guard,193,85,10,Louisiana
44,Johnny Jones,Small Forward,201,92,2,District of Columbia
45,Jumaine Jones,Small Forward,203,98,8,Florida
46,K.C. Jones,Point Guard,185,90,9,Texas
47,Kevin Jones,Power Forward,203,113,1,New York
0,Larry Jones,Point Guard and Shooting Guard,188,81,8,Ohio
1,Major Jones,Power Forward,206,102,6,Arkansas
2,Mark Jones,Point Guard,185,79,1,New York
3,Mark Jones,Small Forward,198,97,1,Wisconsin
4,Mason Jones,Shooting Guard,193,90,0,Texas
5,Nick Jones,Shooting Guard and Point Guard,188,86,5,
6,Ozell Jones,Center,211,106,2,California
7,Perry Jones,Small Forward and Power Forward,211,106,3,Louisiana
8,Popeye Jones,Power Forward,203,113,11,Tennessee
9,Rich Jones,Small Forward and Power Forward,198,99,8,Tennessee
10,Robin Jones,Center,206,102,2,Missouri
11,Sam Jones,Shooting Guard,193,89,12,North Carolina
12,Shelton Jones,Small Forward,206,95,1,New York
13,Solomon Jones,Power Forward and Center,208,104,8,Florida
14,Steve Jones,Shooting Guard,196,92,9,Louisiana
15,Terrence Jones,Power Forward,206,114,6,Oregon
16,Tre Jones,Point Guard,185,83,0,Minnesota
17,Tyus Jones,Point Guard,183,88,5,Minnesota
18,Wah Wah Jones,Power Forward,193,102,3,Kentucky
19,Wali Jones,Point Guard and Shooting Guard,188,81,11,Pennsylvania
20,Wil Jones,Power Forward and Small Forward,203,92,9,Arkansas
21,Willie Jones,Point Guard,190,83,5,
22,Adonis Jordan,Point Guard,180,77,2,New York
23,Charles Jordan,Small Forward,203,99,1,Indiana
24,DeAndre Jordan,Center,211,120,12,Texas
25,Eddie Jordan,Point Guard,185,77,7,District of Columbia
26,Jerome Jordan,Center,213,114,2,Jamaica
27,Michael Jordan,Shooting Guard and Small Forward,198,89,15,New York
28,Reggie Jordan,Shooting Guard and Point Guard,193,88,6,Illinois
29,Thomas Jordan,Power Forward,208,99,1,Maryland
30,Walter Jordan,Small Forward,201,89,1,Alabama
31,Phil Jordon,Center and Power Forward,208,92,7,California
32,Johnny Jorgensen,Guard,188,83,2,Illinois
33,Noble Jorgensen,Center,206,103,5,Ohio
34,Roger Jorgensen,Center,196,90,1,
35,Cory Joseph,Point Guard and Shooting Guard,190,90,9,Canada
36,Garth Joseph,Center,218,142,1,Dominica
37,Kris Joseph,Small Forward,201,95,1,Canada
38,Yvon Joseph,Center,211,111,1,Haiti
39,Kevin Joyce,Shooting Guard and Point Guard,190,86,3,New York
40,Butch Joyner,Forward,196,90,1,
41,Jeff Judkins,Small Forward,198,83,5,Utah
42,Mfiondu Kabengele,Power Forward and Center,206,113,1,Canada
43,Whitey Kachan,Guard,188,79,1,Illinois
44,George Kaftan,Small Forward,190,86,5,New York
45,Ed Kalafat,Small Forward and Power Forward,198,111,3,Montana
46,Chris Kaman,Center,213,120,13,Michigan
47,Frank Kaminsky,Center and Power Forward,213,108,5,Illinois
0,Enes Kanter,Center,208,113,9,Switzerland
1,Ralph Kaplowitz,Guard,188,77,2,New York
2,Jason Kapono,Small Forward and Shooting Guard,203,96,9,California
3,Tony Kappen,Guard,178,74,1,
4,Sergey Karasev,Small Forward and Shooting Guard,201,94,3,Russia
5,Coby Karl,Shooting Guard and Small Forward,196,97,2,Montana
6,George Karl,Point Guard,188,86,5,Pennsylvania
7,Ed Kasid,Guard,180,83,1,
8,Mario Kasun,Center,216,117,2,Croatia
9,Leo Katkaveck,Guard,183,83,2,
10,Bob Kauffman,Power Forward,203,108,7,New York
11,Sasha Kaun,Center,211,117,1,Russia
12,Wilbert Kautz,Guard,183,81,1,Illinois
13,Clarence Kea,Power Forward,198,98,2,North Carolina
14,Mike Kearns,Point Guard,188,80,1,New Jersey
15,Tommy Kearns,Guard,180,83,1,New York
16,Adam Keefe,Power Forward,206,104,9,California
17,Harold Keeling,Shooting Guard,193,83,1,Louisiana
18,Bill Keller,Point Guard and Shooting Guard,178,80,7,Indiana
19,Gary Keller,Power Forward and Center,206,99,2,New Jersey
20,Ken Keller,Guard,185,81,1,New York
21,Rich Kelley,Center,213,106,11,California
22,Clark Kellogg,Power Forward,201,102,5,Ohio
23,Arvesta Kelly,Shooting Guard and Point Guard,188,79,5,Mississippi
24,Jerry Kelly,Forward,188,78,2,New Jersey
25,Ryan Kelly,Power Forward,211,104,4,New York
26,Tom Kelly,Guard,183,77,1,New York
27,Greg Kelser,Small Forward,201,86,6,Florida
28,Ben Kelso,Shooting Guard,190,88,1,
29,Shawn Kemp,Power Forward and Center,208,104,14,Indiana
30,Tim Kempton,Power Forward,208,111,8,New York
31,Frank Kendrick,Small Forward,198,89,1,Indiana
32,Luke Kennard,Shooting Guard,196,93,3,Ohio
33,D.J. Kennedy,Small Forward,198,97,1,Pennsylvania
34,Goo Kennedy,Small Forward and Power Forward,196,92,6,North Carolina
35,Joe Kennedy,Small Forward,198,95,3,
36,Pickles Kennedy,Guard,180,81,1,Pennsylvania
37,Larry Kenon,Power Forward and Small Forward,206,92,10,Alabama
38,Billy Kenville,Shooting Guard and Point Guard,188,84,6,New York
39,Jonathan Kerner,Center,211,111,1,Georgia
40,Red Kerr,Center,206,104,12,Illinois
41,Steve Kerr,Point Guard and Shooting Guard,190,79,15,Lebanon
42,Jack Kerris,Power Forward,198,97,4,Illinois
43,Jerome Kersey,Small Forward,201,97,17,Virginia
44,Tom Kerwin,Forward,201,95,1,New Jersey
45,Alec Kessler,Power Forward and Center,211,104,4,Minnesota
46,Lari Ketner,Power Forward,206,125,2,Pennsylvania
47,Julius Keye,Power Forward and Center,208,90,6,Georgia
0,Randolph Keys,Small Forward,201,88,5,Mississippi
1,Viktor Khryapa,Small Forward and Power Forward,206,95,4,Ukraine
2,Jason Kidd,Point Guard and Shooting Guard,193,92,19,California
3,Stanton Kidd,Shooting Guard,198,97,1,Maryland
4,Warren Kidd,Power Forward,206,106,1,Alabama
5,Michael Kidd-Gilchrist,Small Forward and Power Forward,198,105,8,Pennsylvania
6,Irv Kiffin,Small Forward,206,102,1,New York
7,Jack Kiley,Shooting Guard,185,77,2,New Jersey
8,Earnie Killum,Guard,190,81,1,
9,Carl Kilpatrick,Center,208,104,1,Louisiana
10,Sean Kilpatrick,Shooting Guard,193,95,4,New York
11,Toby Kimball,Power Forward,198,99,9,Massachusetts
12,Bo Kimble,Shooting Guard,193,86,3,Pennsylvania
13,Stan Kimbrough,Point Guard,180,69,2,Alabama
14,Chad Kinch,Shooting Guard,193,86,1,New Jersey
15,Albert King,Small Forward,198,86,9,New York
16,Bernard King,Small Forward,201,92,14,New York
17,Chris King,Small Forward,203,97,3,North Carolina
18,Dan King,Forward,198,99,0,
19,Frankie King,Shooting Guard and Point Guard,185,83,2,Georgia
20,George King,Point Guard,183,79,6,West Virginia
21,George King,Small Forward,198,102,1,North Carolina
22,Gerard King,Small Forward,206,104,3,Louisiana
23,Jim King,Point Guard and Shooting Guard,188,79,10,Oklahoma
24,Jimmy King,Shooting Guard,196,95,2,Indiana
25,Louis King,Small Forward,201,92,1,New Jersey
26,Loyd King,Shooting Guard,188,81,2,North Carolina
27,Maurice King,Point Guard,188,88,2,Kansas
28,Reggie King,Small Forward and Power Forward,198,102,6,Alabama
29,Rich King,Center,218,117,4,Nebraska
30,Ron King,Shooting Guard,193,83,1,Kentucky
31,Stacey King,Power Forward and Center,211,104,8,Oklahoma
32,Tom King,Guard,183,74,1,Ohio
33,Bob Kinney,Center,198,97,2,Kansas
34,Tarence Kinsey,Shooting Guard,198,83,3,Florida
35,Andrei Kirilenko,Small Forward and Power Forward,206,99,13,Russia
36,Alex Kirk,Center,213,111,1,New Mexico
37,Walt Kirk,Point Guard,190,78,3,Illinois
38,Wilbur Kirkland,Forward,201,86,1,South Carolina
39,Jim Kissane,Forward,201,95,1,New York
40,Doug Kistler,Forward,206,95,1,
41,Curtis Kitchen,Power Forward,206,106,1,Florida
42,Greg Kite,Center,211,113,12,Texas
43,Kerry Kittles,Shooting Guard,196,81,8,Ohio
44,Maxi Kleber,Power Forward,208,108,3,Germany
45,Joe Kleine,Center,211,115,15,Colorado
46,Linas Kleiza,Small Forward and Power Forward,203,111,7,Lithuania
47,Leo Klier,Forward,188,77,2,Indiana
0,Herm Klotz,Guard,170,68,1,Pennsylvania
1,Duane Klueh,Guard,190,79,2,North Dakota
2,Lonnie Kluttz,Forward,201,99,1,
3,Billy Knight,Small Forward and Shooting Guard,198,88,11,Pennsylvania
4,Bob Knight,Guard,188,83,1,Connecticut
5,Brandin Knight,Point Guard,183,81,1,New Jersey
6,Brandon Knight,Point Guard and Shooting Guard,188,82,8,Florida
7,Brevin Knight,Point Guard,178,78,12,New Jersey
8,Nathan Knight,Power Forward,208,114,0,New York
9,Negele Knight,Point Guard,185,79,6,Michigan
10,Ron Knight,Small Forward and Power Forward,201,97,2,
11,Toby Knight,Small Forward,206,95,4,New York
12,Travis Knight,Center,213,106,7,Utah
13,Lee Knorek,Center,201,97,4,Ohio
14,Dick Knostman,Center,198,97,1,Kansas
15,Rod Knowles,Center,206,97,1,
16,Kevin Knox,Small Forward and Power Forward,201,97,2,Arizona
17,Bart Kofoed,Shooting Guard,193,95,5,Nebraska
18,Don Kojis,Small Forward,196,97,12,Wisconsin
19,Milo Komenich,Forward,201,96,1,Indiana
20,Howard Komives,Point Guard,185,83,10,Ohio
21,Jon Koncak,Center,213,113,11,Iowa
22,John Konchar,Shooting Guard,196,95,1,Illinois
23,Tom Kondla,Center,203,102,1,Illinois
24,Bud Koper,Shooting Guard,198,95,1,Oklahoma
25,Joe Kopicki,Power Forward,206,108,3,Michigan
26,Furkan Korkmaz,Shooting Guard,201,91,3,Turkey
27,Frank Kornet,Power Forward,206,102,2,Kentucky
28,Luke Kornet,Power Forward and Center,218,113,3,Texas
29,Yaroslav Korolev,Small Forward,206,92,2,Russia
30,Kyle Korver,Shooting Guard,201,96,17,California
31,Tony Koski,Small Forward,203,97,1,
32,Len Kosmalski,Center,213,111,2,Ohio
33,Andy Kostecka,Forward,190,92,1,New Jersey
34,Harold Kottman,Center,203,99,1,
35,Kosta Koufos,Center,213,111,11,Ohio
36,Tom Kozelko,Power Forward,203,99,3,Michigan
37,Ronald Kozlicki,Small Forward,201,97,1,Illinois
38,Arvid Kramer,Center,206,99,1,Minnesota
39,Barry Kramer,Small Forward,193,90,2,New York
40,Joel Kramer,Power Forward and Center,201,92,5,California
41,Steven Kramer,Shooting Guard,196,90,3,Utah
42,Dan Kraus,Guard,183,88,1,
43,Herb Krautblatt,Guard,185,86,1,New Jersey
44,Viacheslav Kravtsov,Center,213,117,2,Ukraine
45,Jim Krebs,Center,203,104,7,Missouri
46,Wayne Kreklow,Shooting Guard,193,79,1,Wisconsin
47,Tommy Kron,Shooting Guard,196,90,4,Kentucky
0,Tom Kropp,Shooting Guard,190,92,2,Nebraska
1,Nenad Krstić,Center and Power Forward,213,108,7,Serbia
2,Larry Krystkowiak,Power Forward,206,99,10,Montana
3,Steve Kuberski,Power Forward,203,97,9,Illinois
4,Leo Kubiak,Guard,180,72,1,Ohio
5,Bruce Kuczenski,Power Forward,208,104,1,Connecticut
6,Frank Kudelka,Shooting Guard and Small Forward,188,87,4,California
7,John Kuester,Point Guard,188,81,3,Virginia
8,Ray Kuka,Forward,190,90,2,Montana
9,Toni Kukoč,Small Forward and Power Forward,208,87,13,Croatia
10,Kevin Kunnert,Center,213,104,9,Iowa
11,Terry Kunze,Shooting Guard,193,95,1,
12,Mitch Kupchak,Power Forward and Center,206,104,9,New York
13,C.J. Kupec,Small Forward,198,99,3,Illinois
